Institute ID,Name,City,State,Score,TLR,RPC,GO,OI,PERCEPTION,Year,Year_rank
IR-O-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,86.76,85.61,92.51,86.32,63.57,97.13,2021,1
IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.67,79.13,91.48,78.23,58.39,100.0,2021,2
IR-O-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,82.52,83.52,87.81,80.86,57.48,91.96,2021,3
IR-O-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,81.75,84.02,84.46,75.07,67.97,93.89,2021,4
IR-O-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,76.5,80.5,75.23,80.74,56.97,79.3,2021,5
IR-O-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,75.62,74.25,76.23,83.23,55.35,82.92,2021,6
IR-O-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,71.4,76.68,68.37,83.16,65.31,47.28,2021,7
IR-O-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,69.26,73.75,66.25,81.26,62.95,47.04,2021,8
IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,66.61,71.19,44.96,95.07,73.36,54.12,2021,9
IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,63.1,64.5,45.0,100.0,53.13,49.38,2021,10
IR-O-U-0570,Calcutta University,Kolkata,West Bengal,61.45,66.2,43.92,91.72,60.98,39.68,2021,11
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,59.87,64.23,54.33,71.35,65.54,34.8,2021,12
IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,59.54,66.44,43.43,86.67,72.35,20.25,2021,13
IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,58.93,51.7,51.72,87.77,50.16,53.3,2021,14
IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,58.91,67.68,48.17,76.05,65.25,24.18,2021,15
IR-O-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,58.53,61.4,52.64,67.51,58.59,49.61,2021,16
IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,57.67,69.59,40.74,77.44,58.72,32.13,2021,17
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,57.38,69.06,40.86,80.06,56.93,27.0,2021,18
IR-O-U-0120,University of Delhi,Delhi,Delhi,56.03,42.65,54.23,82.66,59.6,44.81,2021,19
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,55.83,62.95,42.77,86.96,50.92,16.41,2021,20
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,55.39,48.43,56.83,69.94,59.38,38.8,2021,21
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,55.38,61.79,47.45,74.17,53.21,24.6,2021,22
IR-O-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,54.97,52.39,44.58,71.79,63.34,51.82,2021,23
IR-O-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra,54.47,67.24,45.58,59.31,58.75,28.91,2021,24
IR-O-U-0439,Anna University,Chennai,Tamil Nadu,54.42,51.91,43.09,73.11,51.35,61.72,2021,25
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,53.88,48.18,56.64,71.16,55.15,27.0,2021,26
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,53.76,50.05,55.82,75.96,46.07,22.04,2021,27
IR-O-U-0701,Indian Institute of Technology (Banaras Hindu University) Varanasi,Varanasi,Uttar Pradesh,53.74,55.87,47.41,69.88,56.69,31.08,2021,28
IR-O-U-0391,Birla Institute of Technology & Science -Pilani,Pilani,Rajasthan,53.32,55.81,43.13,72.05,59.5,32.81,2021,29
IR-O-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,53.22,57.51,49.25,69.71,56.59,15.91,2021,30
IR-O-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,52.89,72.76,32.92,62.05,63.88,23.76,2021,31
IR-O-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,52.88,53.81,41.74,73.32,65.58,30.01,2021,32
IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,52.77,71.26,37.15,57.21,64.21,23.76,2021,33
IR-O-U-0235,Mysore University,Mysuru,Karnataka,50.49,68.77,18.79,90.54,54.24,6.85,2021,34
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,50.48,59.67,38.82,66.26,53.53,23.34,2021,35
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,50.42,68.64,36.45,65.98,50.79,6.22,2021,36
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.34,63.89,29.92,71.34,65.89,13.28,2021,37
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,50.31,48.88,40.86,71.57,53.49,37.31,2021,38
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.0,62.4,27.78,70.0,78.43,11.06,2021,39
IR-O-U-0377,"Indian Institute of Science Education & Research, Mohali",Mohali,Punjab,49.58,62.43,31.86,59.58,71.65,22.04,2021,40
IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,49.27,49.19,48.29,65.32,51.66,17.89,2021,41
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,49.15,58.58,38.28,66.3,57.78,10.48,2021,42
IR-O-U-0497,Amity University,Gautam Budh Nagar,Uttar Pradesh,48.87,48.98,43.27,67.55,64.66,12.18,2021,43
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,48.87,64.77,19.93,89.11,51.53,4.91,2021,43
IR-O-I-1480,Thapar Institute of Engineering and Technology,Patiala,Punjab,48.83,50.44,42.26,67.3,56.35,19.32,2021,45
IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,48.7,51.58,38.99,68.65,50.22,27.77,2021,46
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,48.66,61.35,31.82,66.43,53.88,20.25,2021,47
IR-O-U-0006,"Andhra University, Visakhapatnam",Visakhapatnam,Andhra Pradesh,48.65,55.04,25.59,85.84,54.46,18.37,2021,48
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,48.63,61.78,34.28,64.91,65.99,2.18,2021,49
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,48.57,63.78,30.9,63.49,66.63,8.1,2021,50
IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,47.67,60.04,37.02,57.6,53.94,16.41,2021,51
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,47.62,59.27,34.73,68.77,52.55,4.24,2021,52
IR-O-U-0473,S.R.M. Institute of Science and Technology,Chennai,Tamil Nadu,47.3,49.93,39.07,68.47,58.6,10.48,2021,53
IR-O-U-0334,Visvesvaraya National Institute of Technology,Nagpur,Maharashtra,46.98,49.85,37.31,68.93,55.11,15.39,2021,54
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,46.98,54.52,29.82,65.95,59.25,25.82,2021,54
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,46.95,63.04,19.39,66.7,70.04,18.85,2021,56
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,46.79,58.71,27.32,67.45,51.68,23.34,2021,57
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,46.78,51.73,37.83,62.64,55.02,18.85,2021,58
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,46.69,50.61,31.04,70.32,56.38,25.01,2021,59
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,46.65,64.39,27.23,62.97,57.57,8.1,2021,60
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,46.6,54.06,34.0,64.82,64.68,7.48,2021,61
IR-O-U-0027,Osmania University,Hyderabad,Telangana,46.57,52.04,28.16,79.86,51.62,13.82,2021,62
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,46.57,64.76,15.7,81.28,56.13,5.57,2021,62
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,46.46,57.82,27.62,69.75,60.64,8.1,2021,64
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,46.02,54.37,29.63,70.28,52.7,14.88,2021,65
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,45.89,54.19,14.23,83.55,75.99,10.48,2021,66
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.87,55.17,19.05,83.56,58.4,10.48,2021,67
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,45.65,61.83,18.5,64.52,72.16,14.35,2021,68
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University (K L College of Engineering),Vaddeswaram,Andhra Pradesh,45.64,58.89,30.78,64.62,55.99,2.18,2021,69
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,45.63,61.2,12.32,77.33,72.28,8.71,2021,70
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,45.36,50.51,34.26,66.66,56.15,9.9,2021,71
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.29,56.13,35.12,57.57,58.38,5.57,2021,72
IR-O-U-0056,Tezpur University,Tezpur,Assam,45.22,58.32,30.02,61.65,52.17,11.62,2021,73
IR-O-U-0458,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu,45.07,56.74,21.81,65.2,73.06,11.62,2021,74
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.81,55.4,24.41,67.59,67.94,5.57,2021,75
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.64,60.49,19.51,77.03,50.12,2.18,2021,76
IR-O-U-0747,Chandigarh University,Mohali,Punjab,44.62,57.48,14.24,63.4,75.44,28.91,2021,77
IR-O-U-0374,Dr. B. R. Ambedkar National Institute of Technology,Jalandhar,Punjab,44.53,54.39,25.23,64.17,63.76,14.35,2021,78
IR-O-I-1486,Sri Ramachandra Institute of Higher Education and Research,Chennai,Tamil Nadu,44.4,64.83,18.35,61.13,64.73,7.48,2021,79
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,44.19,65.15,14.45,63.29,61.56,14.88,2021,80
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,43.95,47.55,27.51,63.87,65.97,20.7,2021,81
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,43.93,50.05,30.59,61.27,62.07,12.73,2021,82
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,43.75,61.71,24.77,57.68,48.43,14.35,2021,83
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,43.6,59.5,19.37,63.5,59.14,13.28,2021,84
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.21,40.78,28.63,76.11,53.77,17.89,2021,85
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,43.14,55.37,18.13,58.69,50.17,43.26,2021,86
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,43.1,39.94,30.1,72.4,58.18,17.89,2021,87
IR-O-U-0530,Motilal Nehru National Institute of Technology,Prayagraj,Uttar Pradesh,43.04,47.86,28.49,67.68,54.77,11.06,2021,88
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,42.94,53.36,29.01,59.42,53.63,9.9,2021,89
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,42.79,55.53,16.31,74.61,51.63,11.62,2021,90
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,42.79,54.74,29.92,53.67,47.8,18.85,2021,90
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,42.78,51.21,19.87,79.19,50.61,5.57,2021,92
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.68,47.28,32.31,64.18,52.84,6.85,2021,93
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,42.56,63.31,14.77,63.13,60.92,4.24,2021,94
IR-O-U-0251,Calicut University,Malappuram,Kerala,42.42,63.32,16.64,63.32,54.77,2.88,2021,95
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,41.79,49.58,19.08,78.35,47.78,7.48,2021,96
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,41.74,49.51,26.16,73.81,36.58,6.22,2021,97
IR-O-U-0149,Sardar Vallabhbhai National Institute of Technology,Surat,Gujarat,41.72,45.31,29.28,64.48,57.03,7.48,2021,98
IR-O-U-0099,Guru Gobind Singh Indraprastha University,New Delhi,Delhi,41.43,48.12,22.64,64.22,52.45,21.15,2021,99
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,41.1,64.06,10.35,60.07,66.19,1.46,2021,100
IR-O-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,85.31,81.86,90.67,88.26,62.78,96.16,2020,1
IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,84.18,82.22,92.16,82.89,52.84,100.0,2020,2
IR-O-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,81.33,80.59,87.16,77.18,66.41,89.17,2020,3
IR-O-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,80.75,79.32,86.46,82.48,54.14,90.97,2020,4
IR-O-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,75.85,68.6,79.73,86.12,59.07,82.21,2020,5
IR-O-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,74.99,75.64,74.76,81.87,55.61,79.43,2020,6
IR-O-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,68.81,74.06,63.55,81.85,62.35,49.09,2020,7
IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,68.76,74.98,44.8,100.0,75.1,53.19,2020,8
IR-O-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,68.48,68.29,67.0,85.21,64.29,44.17,2020,9
IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,62.03,70.91,44.89,85.65,58.76,42.84,2020,10
IR-O-U-0570,Calcutta University,Kolkata,West Bengal,61.01,59.26,48.58,91.03,61.66,42.84,2020,11
IR-O-U-0575,Jadavpur University,Kolkata,West Bengal,60.77,53.38,52.96,90.39,48.67,59.2,2020,12
IR-O-U-0436,Amrita Vishwa Vidyapeetham,Coimbatore,Tamil Nadu,60.74,69.65,52.11,73.66,65.83,29.04,2020,13
IR-O-U-0234,Manipal Academy of Higher Education,Manipal,Karnataka,59.96,75.44,42.62,75.36,66.21,28.5,2020,14
IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,59.92,71.15,42.93,81.18,54.01,40.46,2020,15
IR-O-U-0108,Jamia Millia Islamia,New Delhi,Delhi,59.85,71.35,38.3,88.52,73.05,19.43,2020,16
IR-O-U-0013,Indian Institute of Technology Hyderabad,Hyderabad,Telangana,59.59,69.97,48.99,66.96,58.36,46.7,2020,17
IR-O-U-0120,University of Delhi,Delhi,Delhi,58.97,50.18,55.4,85.21,60.37,42.06,2020,18
IR-O-U-0323,Savitribai Phule Pune University,Pune,Maharashtra,58.77,67.66,45.48,85.36,56.22,21.41,2020,19
IR-O-U-0439,Anna University,Chennai,Tamil Nadu,58.1,56.0,48.61,77.49,52.37,59.85,2020,20
IR-O-U-0447,Bharathiar University,Coimbatore,Tamil Nadu,57.32,67.47,46.47,75.58,52.82,27.4,2020,21
IR-O-U-0205,Indian Institute of Technology (Indian School of Mines),Dhanbad,Jharkhand,56.05,52.15,55.69,76.38,56.13,27.95,2020,22
IR-O-U-0273,Indian Institute of Technology Indore,Indore,Madhya Pradesh,55.94,69.47,47.56,69.7,58.93,10.0,2020,23
IR-O-U-0467,National Institute of Technology Tiruchirappalli,Tiruchirappalli,Tamil Nadu,55.92,60.37,40.88,71.62,64.09,48.08,2020,24
IR-O-U-0305,Indian Institute of Science Education & Research Pune,Pune,Maharashtra,55.43,69.95,45.05,59.67,60.47,29.58,2020,25
IR-O-U-0701,Indian Institute of Technology (BHU) Varanasi,Varanasi,Uttar Pradesh,54.82,63.03,42.97,67.68,57.09,37.73,2020,26
IR-O-U-0391,Birla Institute of Technology & Science,Pilani,Rajasthan,54.13,62.76,40.72,72.48,60.97,24.81,2020,27
IR-O-U-0490,Vellore Institute of Technology,Vellore,Tamil Nadu,53.89,48.71,54.82,67.26,58.15,35.72,2020,28
IR-O-U-0572,Indian Institute of Science Education & Research Kolkata,Mohanpur,West Bengal,53.49,68.86,38.92,64.94,54.55,27.12,2020,29
IR-O-U-0304,Homi Bhabha National Institute,Mumbai,Maharashtra,53.2,82.4,30.44,69.83,48.72,5.06,2020,30
IR-O-U-0496,Aligarh Muslim University,Aligarh,Uttar Pradesh,52.54,70.97,40.78,55.7,57.39,21.41,2020,31
IR-O-U-0357,National Institute of Technology Rourkela,Rourkela,Odisha,51.87,56.48,48.96,67.16,48.68,19.43,2020,32
IR-O-U-0237,National Institute of Technology Karnataka,Surathkal,Karnataka,51.86,57.45,37.5,72.93,56.28,31.64,2020,33
IR-O-U-0308,Institute of Chemical Technology,Mumbai,Maharashtra,51.7,51.99,48.02,75.33,46.08,20.1,2020,34
IR-O-U-0139,Indian Institute of Technology Gandhinagar,Gandhinagar,Gujarat,51.49,68.47,36.5,55.42,61.46,27.68,2020,35
IR-O-U-0006,Andhra University,Visakhapatnam,Andhra Pradesh,51.24,63.77,25.99,86.1,56.86,14.03,2020,36
IR-O-U-0107,Jamia Hamdard,New Delhi,Delhi,51.02,69.79,28.48,73.16,61.71,7.38,2020,37
IR-O-U-0363,Siksha `O` Anusandhan,Bhubaneswar,Odisha,50.97,72.43,25.73,71.13,63.78,9.15,2020,38
IR-O-U-0378,Indian Institute of Technology Ropar,Rupnagar,Punjab,50.92,69.21,31.54,63.27,60.45,20.1,2020,39
IR-O-U-0272,Indian Institute of Science Education & Research Bhopal,Bhopal,Madhya Pradesh,50.83,68.07,30.91,65.25,70.48,10.42,2020,40
IR-O-I-1357,University of Madras,Chennai,Tamil Nadu,50.76,65.37,33.16,68.21,55.23,20.43,2020,41
IR-O-U-0260,Kerala University,Thiruvananthapuram,Kerala,50.71,73.76,19.03,86.0,51.56,5.06,2020,42
IR-O-U-0584,Indian Institute of Engineering Science and Technology,Shibpur,West Bengal,50.41,58.92,38.96,65.97,46.0,32.64,2020,43
IR-O-U-0078,Panjab University,Chandigarh,Chandigarh,50.24,50.08,42.83,71.27,54.9,26.27,2020,44
IR-O-U-0356,Kalinga Institute of Industrial Technology,Bhubaneswar,Odisha,50.24,67.82,22.59,72.25,76.16,10.42,2020,44
IR-O-U-0025,National Institute of Technology Warangal,Warangal,Telangana,49.82,61.97,30.19,68.87,59.82,24.21,2020,46
IR-O-U-0235,Mysore University,Mysuru,Karnataka,49.75,62.99,19.55,92.51,54.45,10.42,2020,47
IR-O-U-0476,Shanmugha Arts Science Technology & Research Academy,Thanjavur,Tamil Nadu,49.4,63.86,35.91,65.46,57.76,6.0,2020,48
IR-O-U-0262,Mahatma Gandhi University,Kottayam,Kerala,49.29,69.15,30.32,71.21,46.6,5.53,2020,49
IR-O-U-0523,King George`s Medical University,Lucknow,Uttar Pradesh,48.91,77.94,26.47,61.22,44.84,8.71,2020,50
IR-O-I-1486,Sri Ramachandra Institute of Higher Education And Research,Chennai,Tamil Nadu,48.59,76.71,16.92,67.48,60.92,9.15,2020,51
IR-O-I-1480,Thapar Institute of Engineering & Technology,Patiala,Punjab,48.59,56.99,38.79,65.75,55.71,11.25,2020,51
IR-O-U-0027,Osmania University,Hyderabad,Telangana,48.54,55.95,25.56,86.42,55.22,12.86,2020,53
IR-O-U-0064,Indian Institute of Technology Patna,Patna,Bihar,48.09,67.89,32.37,54.56,52.85,18.06,2020,54
IR-O-U-0222,JSS Academy of Higher Education and Research,Mysuru,Karnataka,48.09,70.68,18.74,66.64,69.78,9.58,2020,54
IR-O-U-0355,Indian Institute of Technology Bhubaneswar,Bhubaneswar,Odisha,47.96,56.97,36.3,59.25,55.31,25.98,2020,56
IR-O-U-0331,Tata Institute of Social Sciences,Mumbai,Maharashtra,47.45,64.38,11.4,80.01,75.54,11.66,2020,57
IR-O-U-0473,S. R. M. Institute of Science and Technology,Chennai,Tamil Nadu,47.27,56.48,34.43,67.43,58.58,6.47,2020,58
IR-O-U-0377,Indian Institute of Science Education & Research Mohali,Mohali,Punjab,47.19,68.47,29.98,43.61,72.82,16.64,2020,59
IR-O-U-0136,Gujarat University,Ahmedabad,Gujarat,47.1,68.05,13.4,83.9,55.67,3.11,2020,60
IR-O-U-0474,Sathyabama Institute of Science and Technology,Chennai,Tamil Nadu,47.03,60.75,30.41,65.23,64.31,2.1,2020,61
IR-O-U-0098,Delhi Technological University,New Delhi,Delhi,46.89,57.71,28.86,66.91,54.62,20.76,2020,62
IR-O-U-0497,Amity University Noida,Gautam Budh Nagar,Uttar Pradesh,46.88,50.79,37.48,66.42,62.52,8.71,2020,63
IR-O-U-0435,Alagappa University,Karaikudi,Tamil Nadu,46.85,63.66,22.69,68.36,51.63,21.09,2020,64
IR-O-U-0056,Tezpur University,Tezpur,Assam,46.83,62.03,30.34,63.23,49.21,15.54,2020,65
IR-O-I-1441,Saveetha Institute of Medical and Technical Sciences,Chennai,Tamil Nadu,46.81,65.8,24.29,64.87,66.51,1.58,2020,66
IR-O-U-0184,Indian Institute of Technology Mandi,Mandi,Himachal Pradesh,46.56,57.22,30.81,64.14,63.26,10.0,2020,67
IR-O-U-0037,Sri Venkateswara University,Tirupati,Andhra Pradesh,46.14,61.83,21.53,76.24,48.81,10.0,2020,68
IR-O-U-0589,Visva Bharati,Santiniketan,West Bengal,45.95,58.41,27.29,75.58,40.84,10.42,2020,69
IR-O-U-0020,Koneru Lakshmaiah Education Foundation University,Vaddeswaram,Andhra Pradesh,45.89,65.54,24.52,64.0,55.66,5.06,2020,70
IR-O-U-0410,Malaviya National Institute of Technology,Jaipur,Rajasthan,45.65,61.26,33.25,57.0,55.34,3.61,2020,71
IR-O-U-0052,Gauhati University,Guwahati,Assam,45.48,59.87,17.04,81.09,55.87,6.0,2020,72
IR-O-U-0329,Symbiosis International,Pune,Maharashtra,45.43,70.05,14.11,63.35,72.57,2.61,2020,73
IR-O-U-0341,North Eastern Hill University,Shillong,Meghalaya,45.31,65.03,15.19,75.6,53.4,7.83,2020,74
IR-O-I-1110,Dr. D. Y. Patil Vidyapeeth,Pune,Maharashtra,45.08,75.2,9.71,63.68,63.64,5.06,2020,75
IR-O-U-0251,Calicut University,Malappuram,Kerala,44.71,66.18,17.39,69.3,53.19,4.58,2020,76
IR-O-U-0448,Bharathidasan University,Tiruchirappalli,Tamil Nadu,44.7,63.49,28.38,50.92,46.57,22.99,2020,77
IR-O-U-0196,University of Kashmir,Srinagar,Jammu and Kashmir,44.67,60.25,18.51,79.14,49.47,2.61,2020,78
IR-O-U-0389,Banasthali Vidyapith,Banasthali,Rajasthan,44.61,52.72,12.82,85.27,75.87,3.11,2020,79
IR-O-U-0254,Indian Institute of Science Education & Research Thiruvananthapuram,Thiruvananthapuram,Kerala,44.53,61.09,26.45,59.94,47.85,14.79,2020,80
IR-O-U-0369,Pondicherry University,Puducherry,Pondicherry,44.48,45.97,28.85,73.14,58.52,15.54,2020,81
IR-O-U-0642,Shiv Nadar University,Dadri,Uttar Pradesh,44.47,68.11,16.4,62.82,60.52,5.06,2020,82
IR-O-C-16604,Sri Sivasubramaniya Nadar College of Engineering,Kancheepuram,Tamil Nadu,44.42,58.51,27.12,63.11,53.78,7.38,2020,83
IR-O-U-0463,Madurai Kamaraj University,Madurai,Tamil Nadu,44.27,63.88,26.14,56.9,42.62,16.28,2020,84
IR-O-U-0202,Birla Institute of Technology,Ranchi,Jharkhand,44.17,56.25,28.71,56.04,52.33,22.37,2020,85
IR-O-C-37013,PSG College of Technology,Coimbatore,Tamil Nadu,44.17,62.42,16.13,60.65,49.93,34.79,2020,85
IR-O-U-0446,Bharath Institute of Higher Education & Research,Chennai,Tamil Nadu,44.03,59.45,18.56,66.96,66.89,5.53,2020,87
IR-O-U-0376,Guru Nanak Dev University,Amritsar,Punjab,43.81,44.31,30.06,77.12,53.04,7.83,2020,88
IR-O-U-0253,Cochin University of Science and Technology,Cochin,Kerala,43.71,50.14,27.78,67.84,51.36,16.28,2020,89
IR-O-U-0195,University of Jammu,Jammu,Jammu and Kashmir,43.61,64.78,16.33,72.53,45.63,2.1,2020,90
IR-O-N-17,Sawai Man Singh Medical College,Jaipur,Rajasthan,43.5,82.87,4.93,61.02,49.59,0.0,2020,91
IR-O-N-10,SVKM`s Narsee Monjee Institute of Management Studies,Mumbai,Maharashtra,43.07,66.87,12.44,64.13,62.44,2.1,2020,92
IR-O-U-0530,Motilal Nehru National Institute of Technology,Allahabad,Uttar Pradesh,42.87,51.75,26.38,66.33,52.1,9.58,2020,93
IR-O-U-0055,National Institute of Technology Silchar,Silchar,Assam,42.76,52.19,28.42,64.18,52.18,5.06,2020,94
IR-O-U-0318,Mumbai University,Mumbai,Maharashtra,42.45,48.08,20.84,77.97,53.61,8.27,2020,95
IR-O-U-0577,National Institute of Technology Durgapur,Durgapur,West Bengal,42.26,47.46,31.21,63.17,51.24,9.15,2020,96
IR-O-U-0295,Datta Meghe Institute of Medical Sciences,Wardha,Maharashtra,42.24,73.22,7.13,60.79,59.68,0.0,2020,97
IR-O-I-1361,Bharati Vidyapeeth,Pune,Maharashtra,42.23,61.13,12.09,65.73,58.16,12.86,2020,98
IR-O-U-0379,Lovely Professional University,Phagwara,Punjab,41.81,57.28,16.44,62.61,67.68,4.1,2020,99
IR-O-U-0345,Mizoram University,Aizawl,Mizoram,41.8,66.0,10.83,67.02,49.9,3.61,2020,100
IR-O-U-0215,Bangalore University,Bengaluru,Karnataka,41.8,65.5,13.0,57.99,57.2,9.15,2020,100
IR-O-U-0456,Indian Institute of Technology Madras,Chennai,Tamil Nadu,83.88,84.56,83.53,87.13,66.08,94.14,2019,1
IR-O-U-0220,Indian Institute of Science,Bengaluru,Karnataka,82.28,83.16,89.24,78.57,48.47,100.0,2019,2
IR-O-I-1074,Indian Institute of Technology Delhi,New Delhi,Delhi,78.69,78.3,82.98,79.14,58.58,86.14,2019,3
IR-O-U-0306,Indian Institute of Technology Bombay,Mumbai,Maharashtra,78.62,76.95,84.36,82.31,50.68,86.92,2019,4
IR-O-U-0573,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,74.31,67.36,76.65,86.17,60.63,78.11,2019,5
IR-O-I-1075,Indian Institute of Technology Kanpur,Kanpur,Uttar Pradesh,69.07,71.95,69.61,69.96,50.39,75.68,2019,6
IR-O-U-0109,Jawaharlal Nehru University,New Delhi,Delhi,68.68,76.75,41.85,99.87,75.87,55.27,2019,7
IR-O-U-0560,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,67.68,67.32,65.08,87.14,61.64,43.66,2019,8
IR-O-U-0053,Indian Institute of Technology Guwahati,Guwahati,Assam,65.47,76.79,56.58,73.87,60.63,46.34,2019,9
IR-O-U-0500,Banaras Hindu University,Varanasi,Uttar Pradesh,64.55,69.72,46.48,96.37,57.01,47.28,2019,10
IR-O-U-0042,University of Hyderabad,Hyderabad,Telangana,61.85,74.81,43.78,83.64,58.77,36.71,2019,11
